"oid" ,"typname"                              ,"typnamespace" ,"typowner" ,"typlen" ,"typbyval" ,"typtype" ,"typcategory" ,"typispreferred" ,"typisdefined" ,"typdelim" ,"typrelid" ,"typsubscript"              ,"typelem" ,"typarray" ,"typinput"                   ,"typoutput"                   ,"typreceive"                   ,"typsend"                      ,"typmodin"          ,"typmodout"          ,"typanalyze"          ,"typalign" ,"typstorage" ,"typnotnull" ,"typbasetype" ,"typtypmod" ,"typndims" ,"typcollation" ,"typdefaultbin"                                             ,"typdefault"         ,"typacl"
12105 ,_pg_settings                           ,            11 ,        10 ,-1       ,false      ,b         ,A             ,false            ,true           ,","        ,         0 ,array_subscript_handler     ,    12106 ,         0 ,array_in                     ,array_out                     ,array_recv                     ,array_send                     ,-                   ,-                    ,array_typanalyze      ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
12112 ,pg_file_settings                       ,            11 ,        10 ,-1       ,false      ,c         ,C             ,false            ,true           ,","        ,     12110 ,-                           ,        0 ,     12111 ,record_in                    ,record_out                    ,record_recv                    ,record_send                    ,-                   ,-                    ,-                     ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
12111 ,_pg_file_settings                      ,            11 ,        10 ,-1       ,false      ,b         ,A             ,false            ,true           ,","        ,         0 ,array_subscript_handler     ,    12112 ,         0 ,array_in                     ,array_out                     ,array_recv                     ,array_send                     ,-                   ,-                    ,array_typanalyze      ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
12116 ,pg_hba_file_rules                      ,            11 ,        10 ,-1       ,false      ,c         ,C             ,false            ,true           ,","        ,     12114 ,-                           ,        0 ,     12115 ,record_in                    ,record_out                    ,record_recv                    ,record_send                    ,-                   ,-                    ,-                     ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
12115 ,_pg_hba_file_rules                     ,            11 ,        10 ,-1       ,false      ,b         ,A             ,false            ,true           ,","        ,         0 ,array_subscript_handler     ,    12116 ,         0 ,array_in                     ,array_out                     ,array_recv                     ,array_send                     ,-                   ,-                    ,array_typanalyze      ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
12120 ,pg_ident_file_mappings                 ,            11 ,        10 ,-1       ,false      ,c         ,C             ,false            ,true           ,","        ,     12118 ,-                           ,        0 ,     12119 ,record_in                    ,record_out                    ,record_recv                    ,record_send                    ,-                   ,-                    ,-                     ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
12119 ,_pg_ident_file_mappings                ,            11 ,        10 ,-1       ,false      ,b         ,A             ,false            ,true           ,","        ,         0 ,array_subscript_handler     ,    12120 ,         0 ,array_in                     ,array_out                     ,array_recv                     ,array_send                     ,-                   ,-                    ,array_typanalyze      ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
12124 ,pg_timezone_abbrevs                    ,            11 ,        10 ,-1       ,false      ,c         ,C             ,false            ,true           ,","        ,     12122 ,-                           ,        0 ,     12123 ,record_in                    ,record_out                    ,record_recv                    ,record_send                    ,-                   ,-                    ,-                     ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
12123 ,_pg_timezone_abbrevs                   ,            11 ,        10 ,-1       ,false      ,b         ,A             ,false            ,true           ,","        ,         0 ,array_subscript_handler     ,    12124 ,         0 ,array_in                     ,array_out                     ,array_recv                     ,array_send                     ,-                   ,-                    ,array_typanalyze      ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
12128 ,pg_timezone_names                      ,            11 ,        10 ,-1       ,false      ,c         ,C             ,false            ,true           ,","        ,     12126 ,-                           ,        0 ,     12127 ,record_in                    ,record_out                    ,record_recv                    ,record_send                    ,-                   ,-                    ,-                     ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
12127 ,_pg_timezone_names                     ,            11 ,        10 ,-1       ,false      ,b         ,A             ,false            ,true           ,","        ,         0 ,array_subscript_handler     ,    12128 ,         0 ,array_in                     ,array_out                     ,array_recv                     ,array_send                     ,-                   ,-                    ,array_typanalyze      ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
12132 ,pg_config                              ,            11 ,        10 ,-1       ,false      ,c         ,C             ,false            ,true           ,","        ,     12130 ,-                           ,        0 ,     12131 ,record_in                    ,record_out                    ,record_recv                    ,record_send                    ,-                   ,-                    ,-                     ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
12131 ,_pg_config                             ,            11 ,        10 ,-1       ,false      ,b         ,A             ,false            ,true           ,","        ,         0 ,array_subscript_handler     ,    12132 ,         0 ,array_in                     ,array_out                     ,array_recv                     ,array_send                     ,-                   ,-                    ,array_typanalyze      ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
12136 ,pg_shmem_allocations                   ,            11 ,        10 ,-1       ,false      ,c         ,C             ,false            ,true           ,","        ,     12134 ,-                           ,        0 ,     12135 ,record_in                    ,record_out                    ,record_recv                    ,record_send                    ,-                   ,-                    ,-                     ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
12135 ,_pg_shmem_allocations                  ,            11 ,        10 ,-1       ,false      ,b         ,A             ,false            ,true           ,","        ,         0 ,array_subscript_handler     ,    12136 ,         0 ,array_in                     ,array_out                     ,array_recv                     ,array_send                     ,-                   ,-                    ,array_typanalyze      ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
12140 ,pg_backend_memory_contexts             ,            11 ,        10 ,-1       ,false      ,c         ,C             ,false            ,true           ,","        ,     12138 ,-                           ,        0 ,     12139 ,record_in                    ,record_out                    ,record_recv                    ,record_send                    ,-                   ,-                    ,-                     ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
12139 ,_pg_backend_memory_contexts            ,            11 ,        10 ,-1       ,false      ,b         ,A             ,false            ,true           ,","        ,         0 ,array_subscript_handler     ,    12140 ,         0 ,array_in                     ,array_out                     ,array_recv                     ,array_send                     ,-                   ,-                    ,array_typanalyze      ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
12144 ,pg_stat_all_tables                     ,            11 ,        10 ,-1       ,false      ,c         ,C             ,false            ,true           ,","        ,     12142 ,-                           ,        0 ,     12143 ,record_in                    ,record_out                    ,record_recv                    ,record_send                    ,-                   ,-                    ,-                     ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
12143 ,_pg_stat_all_tables                    ,            11 ,        10 ,-1       ,false      ,b         ,A             ,false            ,true           ,","        ,         0 ,array_subscript_handler     ,    12144 ,         0 ,array_in                     ,array_out                     ,array_recv                     ,array_send                     ,-                   ,-                    ,array_typanalyze      ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
12149 ,pg_stat_xact_all_tables                ,            11 ,        10 ,-1       ,false      ,c         ,C             ,false            ,true           ,","        ,     12147 ,-                           ,        0 ,     12148 ,record_in                    ,record_out                    ,record_recv                    ,record_send                    ,-                   ,-                    ,-                     ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
12148 ,_pg_stat_xact_all_tables               ,            11 ,        10 ,-1       ,false      ,b         ,A             ,false            ,true           ,","        ,         0 ,array_subscript_handler     ,    12149 ,         0 ,array_in                     ,array_out                     ,array_recv                     ,array_send                     ,-                   ,-                    ,array_typanalyze      ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
12154 ,pg_stat_sys_tables                     ,            11 ,        10 ,-1       ,false      ,c         ,C             ,false            ,true           ,","        ,     12152 ,-                           ,        0 ,     12153 ,record_in                    ,record_out                    ,record_recv                    ,record_send                    ,-                   ,-                    ,-                     ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
12153 ,_pg_stat_sys_tables                    ,            11 ,        10 ,-1       ,false      ,b         ,A             ,false            ,true           ,","        ,         0 ,array_subscript_handler     ,    12154 ,         0 ,array_in                     ,array_out                     ,array_recv                     ,array_send                     ,-                   ,-                    ,array_typanalyze      ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
12159 ,pg_stat_xact_sys_tables                ,            11 ,        10 ,-1       ,false      ,c         ,C             ,false            ,true           ,","        ,     12157 ,-                           ,        0 ,     12158 ,record_in                    ,record_out                    ,record_recv                    ,record_send                    ,-                   ,-                    ,-                     ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
12158 ,_pg_stat_xact_sys_tables               ,            11 ,        10 ,-1       ,false      ,b         ,A             ,false            ,true           ,","        ,         0 ,array_subscript_handler     ,    12159 ,         0 ,array_in                     ,array_out                     ,array_recv                     ,array_send                     ,-                   ,-                    ,array_typanalyze      ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
12163 ,pg_stat_user_tables                    ,            11 ,        10 ,-1       ,false      ,c         ,C             ,false            ,true           ,","        ,     12161 ,-                           ,        0 ,     12162 ,record_in                    ,record_out                    ,record_recv                    ,record_send                    ,-                   ,-                    ,-                     ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
12162 ,_pg_stat_user_tables                   ,            11 ,        10 ,-1       ,false      ,b         ,A             ,false            ,true           ,","        ,         0 ,array_subscript_handler     ,    12163 ,         0 ,array_in                     ,array_out                     ,array_recv                     ,array_send                     ,-                   ,-                    ,array_typanalyze      ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
12168 ,pg_stat_xact_user_tables               ,            11 ,        10 ,-1       ,false      ,c         ,C             ,false            ,true           ,","        ,     12166 ,-                           ,        0 ,     12167 ,record_in                    ,record_out                    ,record_recv                    ,record_send                    ,-                   ,-                    ,-                     ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
12167 ,_pg_stat_xact_user_tables              ,            11 ,        10 ,-1       ,false      ,b         ,A             ,false            ,true           ,","        ,         0 ,array_subscript_handler     ,    12168 ,         0 ,array_in                     ,array_out                     ,array_recv                     ,array_send                     ,-                   ,-                    ,array_typanalyze      ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
12172 ,pg_statio_all_tables                   ,            11 ,        10 ,-1       ,false      ,c         ,C             ,false            ,true           ,","        ,     12170 ,-                           ,        0 ,     12171 ,record_in                    ,record_out                    ,record_recv                    ,record_send                    ,-                   ,-                    ,-                     ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
12171 ,_pg_statio_all_tables                  ,            11 ,        10 ,-1       ,false      ,b         ,A             ,false            ,true           ,","        ,         0 ,array_subscript_handler     ,    12172 ,         0 ,array_in                     ,array_out                     ,array_recv                     ,array_send                     ,-                   ,-                    ,array_typanalyze      ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
12177 ,pg_statio_sys_tables                   ,            11 ,        10 ,-1       ,false      ,c         ,C             ,false            ,true           ,","        ,     12175 ,-                           ,        0 ,     12176 ,record_in                    ,record_out                    ,record_recv                    ,record_send                    ,-                   ,-                    ,-                     ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
12176 ,_pg_statio_sys_tables                  ,            11 ,        10 ,-1       ,false      ,b         ,A             ,false            ,true           ,","        ,         0 ,array_subscript_handler     ,    12177 ,         0 ,array_in                     ,array_out                     ,array_recv                     ,array_send                     ,-                   ,-                    ,array_typanalyze      ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
12181 ,pg_statio_user_tables                  ,            11 ,        10 ,-1       ,false      ,c         ,C             ,false            ,true           ,","        ,     12179 ,-                           ,        0 ,     12180 ,record_in                    ,record_out                    ,record_recv                    ,record_send                    ,-                   ,-                    ,-                     ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
12180 ,_pg_statio_user_tables                 ,            11 ,        10 ,-1       ,false      ,b         ,A             ,false            ,true           ,","        ,         0 ,array_subscript_handler     ,    12181 ,         0 ,array_in                     ,array_out                     ,array_recv                     ,array_send                     ,-                   ,-                    ,array_typanalyze      ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
12185 ,pg_stat_all_indexes                    ,            11 ,        10 ,-1       ,false      ,c         ,C             ,false            ,true           ,","        ,     12183 ,-                           ,        0 ,     12184 ,record_in                    ,record_out                    ,record_recv                    ,record_send                    ,-                   ,-                    ,-                     ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
12184 ,_pg_stat_all_indexes                   ,            11 ,        10 ,-1       ,false      ,b         ,A             ,false            ,true           ,","        ,         0 ,array_subscript_handler     ,    12185 ,         0 ,array_in                     ,array_out                     ,array_recv                     ,array_send                     ,-                   ,-                    ,array_typanalyze      ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
12190 ,pg_stat_sys_indexes                    ,            11 ,        10 ,-1       ,false      ,c         ,C             ,false            ,true           ,","        ,     12188 ,-                           ,        0 ,     12189 ,record_in                    ,record_out                    ,record_recv                    ,record_send                    ,-                   ,-                    ,-                     ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
12189 ,_pg_stat_sys_indexes                   ,            11 ,        10 ,-1       ,false      ,b         ,A             ,false            ,true           ,","        ,         0 ,array_subscript_handler     ,    12190 ,         0 ,array_in                     ,array_out                     ,array_recv                     ,array_send                     ,-                   ,-                    ,array_typanalyze      ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
12194 ,pg_stat_user_indexes                   ,            11 ,        10 ,-1       ,false      ,c         ,C             ,false            ,true           ,","        ,     12192 ,-                           ,        0 ,     12193 ,record_in                    ,record_out                    ,record_recv                    ,record_send                    ,-                   ,-                    ,-                     ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
12193 ,_pg_stat_user_indexes                  ,            11 ,        10 ,-1       ,false      ,b         ,A             ,false            ,true           ,","        ,         0 ,array_subscript_handler     ,    12194 ,         0 ,array_in                     ,array_out                     ,array_recv                     ,array_send                     ,-                   ,-                    ,array_typanalyze      ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
12198 ,pg_statio_all_indexes                  ,            11 ,        10 ,-1       ,false      ,c         ,C             ,false            ,true           ,","        ,     12196 ,-                           ,        0 ,     12197 ,record_in                    ,record_out                    ,record_recv                    ,record_send                    ,-                   ,-                    ,-                     ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
12197 ,_pg_statio_all_indexes                 ,            11 ,        10 ,-1       ,false      ,b         ,A             ,false            ,true           ,","        ,         0 ,array_subscript_handler     ,    12198 ,         0 ,array_in                     ,array_out                     ,array_recv                     ,array_send                     ,-                   ,-                    ,array_typanalyze      ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
12203 ,pg_statio_sys_indexes                  ,            11 ,        10 ,-1       ,false      ,c         ,C             ,false            ,true           ,","        ,     12201 ,-                           ,        0 ,     12202 ,record_in                    ,record_out                    ,record_recv                    ,record_send                    ,-                   ,-                    ,-                     ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
12202 ,_pg_statio_sys_indexes                 ,            11 ,        10 ,-1       ,false      ,b         ,A             ,false            ,true           ,","        ,         0 ,array_subscript_handler     ,    12203 ,         0 ,array_in                     ,array_out                     ,array_recv                     ,array_send                     ,-                   ,-                    ,array_typanalyze      ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
12207 ,pg_statio_user_indexes                 ,            11 ,        10 ,-1       ,false      ,c         ,C             ,false            ,true           ,","        ,     12205 ,-                           ,        0 ,     12206 ,record_in                    ,record_out                    ,record_recv                    ,record_send                    ,-                   ,-                    ,-                     ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
12206 ,_pg_statio_user_indexes                ,            11 ,        10 ,-1       ,false      ,b         ,A             ,false            ,true           ,","        ,         0 ,array_subscript_handler     ,    12207 ,         0 ,array_in                     ,array_out                     ,array_recv                     ,array_send                     ,-                   ,-                    ,array_typanalyze      ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
12211 ,pg_statio_all_sequences                ,            11 ,        10 ,-1       ,false      ,c         ,C             ,false            ,true           ,","        ,     12209 ,-                           ,        0 ,     12210 ,record_in                    ,record_out                    ,record_recv                    ,record_send                    ,-                   ,-                    ,-                     ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
12210 ,_pg_statio_all_sequences               ,            11 ,        10 ,-1       ,false      ,b         ,A             ,false            ,true           ,","        ,         0 ,array_subscript_handler     ,    12211 ,         0 ,array_in                     ,array_out                     ,array_recv                     ,array_send                     ,-                   ,-                    ,array_typanalyze      ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
12216 ,pg_statio_sys_sequences                ,            11 ,        10 ,-1       ,false      ,c         ,C             ,false            ,true           ,","        ,     12214 ,-                           ,        0 ,     12215 ,record_in                    ,record_out                    ,record_recv                    ,record_send                    ,-                   ,-                    ,-                     ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
12215 ,_pg_statio_sys_sequences               ,            11 ,        10 ,-1       ,false      ,b         ,A             ,false            ,true           ,","        ,         0 ,array_subscript_handler     ,    12216 ,         0 ,array_in                     ,array_out                     ,array_recv                     ,array_send                     ,-                   ,-                    ,array_typanalyze      ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
12220 ,pg_statio_user_sequences               ,            11 ,        10 ,-1       ,false      ,c         ,C             ,false            ,true           ,","        ,     12218 ,-                           ,        0 ,     12219 ,record_in                    ,record_out                    ,record_recv                    ,record_send                    ,-                   ,-                    ,-                     ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
12219 ,_pg_statio_user_sequences              ,            11 ,        10 ,-1       ,false      ,b         ,A             ,false            ,true           ,","        ,         0 ,array_subscript_handler     ,    12220 ,         0 ,array_in                     ,array_out                     ,array_recv                     ,array_send                     ,-                   ,-                    ,array_typanalyze      ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
12224 ,pg_stat_activity                       ,            11 ,        10 ,-1       ,false      ,c         ,C             ,false            ,true           ,","        ,     12222 ,-                           ,        0 ,     12223 ,record_in                    ,record_out                    ,record_recv                    ,record_send                    ,-                   ,-                    ,-                     ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
12223 ,_pg_stat_activity                      ,            11 ,        10 ,-1       ,false      ,b         ,A             ,false            ,true           ,","        ,         0 ,array_subscript_handler     ,    12224 ,         0 ,array_in                     ,array_out                     ,array_recv                     ,array_send                     ,-                   ,-                    ,array_typanalyze      ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
12229 ,pg_stat_replication                    ,            11 ,        10 ,-1       ,false      ,c         ,C             ,false            ,true           ,","        ,     12227 ,-                           ,        0 ,     12228 ,record_in                    ,record_out                    ,record_recv                    ,record_send                    ,-                   ,-                    ,-                     ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
12228 ,_pg_stat_replication                   ,            11 ,        10 ,-1       ,false      ,b         ,A             ,false            ,true           ,","        ,         0 ,array_subscript_handler     ,    12229 ,         0 ,array_in                     ,array_out                     ,array_recv                     ,array_send                     ,-                   ,-                    ,array_typanalyze      ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
12234 ,pg_stat_slru                           ,            11 ,        10 ,-1       ,false      ,c         ,C             ,false            ,true           ,","        ,     12232 ,-                           ,        0 ,     12233 ,record_in                    ,record_out                    ,record_recv                    ,record_send                    ,-                   ,-                    ,-                     ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
12233 ,_pg_stat_slru                          ,            11 ,        10 ,-1       ,false      ,b         ,A             ,false            ,true           ,","        ,         0 ,array_subscript_handler     ,    12234 ,         0 ,array_in                     ,array_out                     ,array_recv                     ,array_send                     ,-                   ,-                    ,array_typanalyze      ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
12238 ,pg_stat_wal_receiver                   ,            11 ,        10 ,-1       ,false      ,c         ,C             ,false            ,true           ,","        ,     12236 ,-                           ,        0 ,     12237 ,record_in                    ,record_out                    ,record_recv                    ,record_send                    ,-                   ,-                    ,-                     ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
12237 ,_pg_stat_wal_receiver                  ,            11 ,        10 ,-1       ,false      ,b         ,A             ,false            ,true           ,","        ,         0 ,array_subscript_handler     ,    12238 ,         0 ,array_in                     ,array_out                     ,array_recv                     ,array_send                     ,-                   ,-                    ,array_typanalyze      ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
12242 ,pg_stat_recovery_prefetch              ,            11 ,        10 ,-1       ,false      ,c         ,C             ,false            ,true           ,","        ,     12240 ,-                           ,        0 ,     12241 ,record_in                    ,record_out                    ,record_recv                    ,record_send                    ,-                   ,-                    ,-                     ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
12241 ,_pg_stat_recovery_prefetch             ,            11 ,        10 ,-1       ,false      ,b         ,A             ,false            ,true           ,","        ,         0 ,array_subscript_handler     ,    12242 ,         0 ,array_in                     ,array_out                     ,array_recv                     ,array_send                     ,-                   ,-                    ,array_typanalyze      ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
12246 ,pg_stat_subscription                   ,            11 ,        10 ,-1       ,false      ,c         ,C             ,false            ,true           ,","        ,     12244 ,-                           ,        0 ,     12245 ,record_in                    ,record_out                    ,record_recv                    ,record_send                    ,-                   ,-                    ,-                     ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
12245 ,_pg_stat_subscription                  ,            11 ,        10 ,-1       ,false      ,b         ,A             ,false            ,true           ,","        ,         0 ,array_subscript_handler     ,    12246 ,         0 ,array_in                     ,array_out                     ,array_recv                     ,array_send                     ,-                   ,-                    ,array_typanalyze      ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
12251 ,pg_stat_ssl                            ,            11 ,        10 ,-1       ,false      ,c         ,C             ,false            ,true           ,","        ,     12249 ,-                           ,        0 ,     12250 ,record_in                    ,record_out                    ,record_recv                    ,record_send                    ,-                   ,-                    ,-                     ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
12250 ,_pg_stat_ssl                           ,            11 ,        10 ,-1       ,false      ,b         ,A             ,false            ,true           ,","        ,         0 ,array_subscript_handler     ,    12251 ,         0 ,array_in                     ,array_out                     ,array_recv                     ,array_send                     ,-                   ,-                    ,array_typanalyze      ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
12255 ,pg_stat_gssapi                         ,            11 ,        10 ,-1       ,false      ,c         ,C             ,false            ,true           ,","        ,     12253 ,-                           ,        0 ,     12254 ,record_in                    ,record_out                    ,record_recv                    ,record_send                    ,-                   ,-                    ,-                     ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
12254 ,_pg_stat_gssapi                        ,            11 ,        10 ,-1       ,false      ,b         ,A             ,false            ,true           ,","        ,         0 ,array_subscript_handler     ,    12255 ,         0 ,array_in                     ,array_out                     ,array_recv                     ,array_send                     ,-                   ,-                    ,array_typanalyze      ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
12259 ,pg_replication_slots                   ,            11 ,        10 ,-1       ,false      ,c         ,C             ,false            ,true           ,","        ,     12257 ,-                           ,        0 ,     12258 ,record_in                    ,record_out                    ,record_recv                    ,record_send                    ,-                   ,-                    ,-                     ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
12258 ,_pg_replication_slots                  ,            11 ,        10 ,-1       ,false      ,b         ,A             ,false            ,true           ,","        ,         0 ,array_subscript_handler     ,    12259 ,         0 ,array_in                     ,array_out                     ,array_recv                     ,array_send                     ,-                   ,-                    ,array_typanalyze      ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
12264 ,pg_stat_replication_slots              ,            11 ,        10 ,-1       ,false      ,c         ,C             ,false            ,true           ,","        ,     12262 ,-                           ,        0 ,     12263 ,record_in                    ,record_out                    ,record_recv                    ,record_send                    ,-                   ,-                    ,-                     ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
12263 ,_pg_stat_replication_slots             ,            11 ,        10 ,-1       ,false      ,b         ,A             ,false            ,true           ,","        ,         0 ,array_subscript_handler     ,    12264 ,         0 ,array_in                     ,array_out                     ,array_recv                     ,array_send                     ,-                   ,-                    ,array_typanalyze      ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
12268 ,pg_stat_database                       ,            11 ,        10 ,-1       ,false      ,c         ,C             ,false            ,true           ,","        ,     12266 ,-                           ,        0 ,     12267 ,record_in                    ,record_out                    ,record_recv                    ,record_send                    ,-                   ,-                    ,-                     ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
12267 ,_pg_stat_database                      ,            11 ,        10 ,-1       ,false      ,b         ,A             ,false            ,true           ,","        ,         0 ,array_subscript_handler     ,    12268 ,         0 ,array_in                     ,array_out                     ,array_recv                     ,array_send                     ,-                   ,-                    ,array_typanalyze      ,d          ,x            ,false        ,            0 ,-1          ,         0 ,             0 ,                                                            ,                     ,
